//Cindy and the Cookie Stealing Ogre
//level2.dat Auto generated by the in-game Editor
player, position, 280, 280
time, 300
grass1, 1280, 256
grass1, 1280, 384
grass1, 1280, 512
grass1, 1280, 640
grass1, 1280, 768
grass1, 1280, 896
grass1, 1280, 1024
grass1, 1280, 1152
grass1, 1280, 1280
grass1, 1280, 1408
grass1, 1280, 1536
grass1, 1280, 1664
grass1, 1280, 1792
grass1, 1280, 1920
grass1, 1280, 2048
grass1, 1280, 2176
grass1, 1280, 2304
grass1, 1280, 2432
grass1, 1408, 0
grass1, 1408, 128
grass1, 1408, 256
grass1, 1408, 384
grass1, 1408, 512
grass1, 1408, 640
grass1, 1408, 768
grass1, 1408, 896
grass1, 1408, 1024
grass1, 1408, 1152
grass1, 1408, 1280
grass1, 1408, 1408
grass1, 1408, 1536
grass1, 1408, 1664
grass1, 1408, 1792
grass1, 1408, 1920
grass1, 1408, 2048
grass1, 1408, 2176
grass1, 1408, 2304
grass1, 1408, 2432
grass1, 1536, 0
grass1, 1536, 128
grass1, 1536, 256
grass1, 1536, 384
grass1, 1536, 512
grass1, 1536, 640
grass1, 1536, 768
grass1, 1536, 896
grass1, 1536, 1024
grass1, 1536, 1152
grass1, 1536, 1280
grass1, 1536, 1408
grass1, 1536, 1536
grass1, 1536, 1664
grass1, 1536, 1792
grass1, 1536, 1920
grass1, 1536, 2048
grass1, 1536, 2176
grass1, 1536, 2304
grass1, 1536, 2432
grass1, 1664, 0
grass1, 1664, 128
grass1, 1664, 256
grass1, 1664, 384
grass1, 1664, 512
grass1, 1664, 640
grass1, 1664, 768
grass1, 1664, 896
grass1, 1664, 1024
grass1, 1664, 1152
grass1, 1664, 1280
grass1, 1664, 1408
grass1, 1664, 1536
grass1, 1664, 1664
grass1, 1664, 1792
grass1, 1664, 1920
grass1, 1664, 2048
grass1, 1664, 2176
grass1, 1664, 2304
grass1, 1664, 2432
grass1, 1792, 0
grass1, 1792, 128
grass1, 1792, 256
grass1, 1792, 384
grass1, 1792, 512
grass1, 1792, 640
grass1, 1792, 768
grass1, 1792, 896
grass1, 1792, 1024
grass1, 1792, 1152
grass1, 1792, 1280
grass1, 1792, 1408
grass1, 1792, 1536
grass1, 1792, 1664
grass1, 1792, 1792
grass1, 1792, 1920
grass1, 1792, 2048
grass1, 1792, 2176
grass1, 1792, 2304
grass1, 1792, 2432
grass1, 1920, 0
grass1, 1920, 128
grass1, 1920, 256
grass1, 1920, 384
grass1, 1920, 512
grass1, 1920, 640
grass1, 1920, 768
grass1, 1920, 896
grass1, 1920, 1024
grass1, 1920, 1152
grass1, 1920, 1280
grass1, 1920, 1408
grass1, 1920, 1536
grass1, 1920, 1664
grass1, 1920, 1792
grass1, 1920, 1920
grass1, 1920, 2048
grass1, 1920, 2176
grass1, 1920, 2304
grass1, 1920, 2432
grass1, 2048, 0
grass1, 2048, 128
grass1, 2048, 256
grass1, 2048, 384
grass1, 2048, 512
grass1, 2048, 640
grass1, 2048, 768
grass1, 2048, 896
grass1, 2048, 1024
grass1, 2048, 1152
grass1, 2048, 1280
grass1, 2048, 1408
grass1, 2048, 1536
grass1, 2048, 1664
grass1, 2048, 1792
grass1, 2048, 1920
grass1, 2048, 2048
grass1, 2048, 2176
grass1, 2048, 2304
grass1, 2048, 2432
grass1, 2176, 0
grass1, 2176, 128
grass1, 2176, 256
grass1, 2176, 384
grass1, 2176, 512
grass1, 2176, 640
grass1, 2176, 768
grass1, 2176, 896
grass1, 2176, 1024
grass1, 2176, 1152
grass1, 2176, 1280
grass1, 2176, 1408
grass1, 2176, 1536
grass1, 2176, 1664
grass1, 2176, 1792
grass1, 2176, 1920
grass1, 2176, 2048
grass1, 2176, 2176
grass1, 2176, 2304
grass1, 2176, 2432
grass1, 2304, 0
grass1, 2304, 128
grass1, 2304, 256
grass1, 2304, 384
grass1, 2304, 512
grass1, 2304, 640
grass1, 2304, 768
grass1, 2304, 896
grass1, 2304, 1024
grass1, 2304, 1152
grass1, 2304, 1280
grass1, 2304, 1408
grass1, 2304, 1536
grass1, 2304, 1664
grass1, 2304, 1792
grass1, 2304, 1920
grass1, 2304, 2048
grass1, 2304, 2176
grass1, 2304, 2304
grass1, 2304, 2432
grass1, 2432, 0
grass1, 2432, 128
grass1, 2432, 256
grass1, 2432, 384
grass1, 2432, 512
grass1, 2432, 640
grass1, 2432, 768
grass1, 2432, 896
grass1, 2432, 1024
grass1, 2432, 1152
grass1, 2432, 1280
grass1, 2432, 1408
grass1, 2432, 1536
grass1, 2432, 1664
grass1, 2432, 1792
grass1, 2432, 1920
grass1, 2432, 2048
grass1, 2432, 2176
grass1, 2432, 2304
grass1, 2432, 2432
block5, 128, 256
block5, 128, 224
block5, 128, 192
block5, 160, 192
block5, 160, 160
block5, 192, 160
block5, 224, 160
block5, 256, 160
block5, 288, 160
block5, 320, 160
block5, 352, 160
block5, 384, 160
block5, 544, 288
block5, 544, 320
block5, 512, 320
block5, 480, 320
block5, 448, 320
block5, 416, 320
block5, 384, 320
block5, 352, 320
block5, 320, 320
block5, 288, 320
block5, 256, 320
block5, 704, 384
block5, 704, 416
block5, 704, 448
block5, 704, 480
block5, 704, 512
block5, 672, 512
block5, 640, 512
block5, 576, 512
block5, 544, 512
block5, 512, 512
block5, 480, 512
block5, 448, 512
block5, 416, 512
block5, 384, 512
block5, 352, 512
block5, 320, 512
block5, 96, 512
block5, 96, 480
block5, 96, 448
block5, 128, 448
block5, 160, 448
block5, 192, 448
block5, 224, 448
block5, 224, 480
block5, 224, 512
block5, 224, 544
block5, 224, 576
block5, 224, 608
block5, 224, 640
block5, 224, 672
block5, 224, 704
block5, 224, 736
block5, 992, 0
block5, 992, 32
block5, 992, 64
block5, 992, 96
block5, 992, 128
block5, 992, 160
block5, 992, 192
block5, 992, 224
block5, 992, 256
block5, 1152, 448
block5, 1152, 480
block5, 1152, 512
block5, 1152, 544
block5, 1152, 576
block5, 1152, 608
block5, 1152, 640
block5, 1152, 672
block5, 1152, 704
block5, 1152, 736
block5, 1152, 768
block5, 1120, 768
block5, 1088, 768
block5, 1056, 768
block5, 1024, 768
block5, 992, 768
block5, 960, 768
block5, 928, 768
block5, 896, 768
block5, 864, 768
block5, 832, 768
block5, 224, 992
block5, 224, 960
block5, 224, 928
block5, 224, 896
block5, 256, 896
block5, 256, 864
block5, 256, 832
block5, 288, 832
block5, 320, 832
block5, 352, 832
block5, 384, 832
block5, 416, 832
block5, 448, 832
block5, 480, 832
block5, 480, 864
block5, 480, 896
block5, 480, 928
block5, 480, 960
block5, 480, 992
block5, 480, 1024
block5, 448, 1056
block5, 416, 1056
block5, 384, 1056
block5, 384, 1088
block5, 352, 1088
block5, 320, 1088
block5, 288, 1088
pistol, 672, 96
shotgun, 320, 384
ammo_pistol, 896, 288
ammo_pistol, 480, 672
ammo_pistol, 1024, 672
ammo_shotgun, 640, 256
ammo_shotgun, 96, 928
ammo_machinegun, 384, 960
ammo_machinegun, 1184, 1280
ammo_machinegun, 1824, 416
machinegun, 1248, 320
machinegun, 288, 1440
ammo_machinegun, 608, 1728
block6, 992, 2496
block6, 992, 2464
block6, 992, 2432
block6, 992, 2400
block6, 992, 2368
block6, 992, 2336
block6, 992, 2304
block6, 960, 2496
block6, 960, 2464
block6, 960, 2432
block6, 960, 2400
block6, 960, 2368
block6, 960, 2336
block6, 960, 2304
block6, 928, 2496
block6, 928, 2464
block6, 928, 2432
block6, 928, 2400
block6, 928, 2368
block6, 928, 2336
block6, 928, 2304
block6, 1024, 2304
block6, 1056, 2304
block6, 1088, 2304
block6, 1088, 2336
block6, 1088, 2368
block6, 1088, 2400
block6, 1088, 2432
block6, 1088, 2464
block6, 1088, 2496
block6, 1120, 2496
block6, 1152, 2496
block6, 1120, 2464
block6, 1120, 2432
block6, 1120, 2400
block6, 1120, 2368
block6, 1120, 2336
block6, 1120, 2304
block6, 1152, 2304
block6, 1152, 2336
block6, 1152, 2368
block6, 1152, 2400
block6, 1152, 2432
block6, 1152, 2464
block6, 896, 2496
block6, 864, 2496
block6, 832, 2496
block6, 800, 2496
block6, 768, 2496
block6, 736, 2496
block6, 704, 2496
block6, 672, 2496
block6, 640, 2496
block6, 608, 2496
block6, 576, 2496
block6, 576, 2464
block6, 608, 2464
block6, 640, 2464
block6, 672, 2464
block6, 704, 2464
block6, 736, 2464
block6, 768, 2464
block6, 800, 2464
block6, 832, 2464
block6, 864, 2464
block6, 896, 2464
level_exit, 1024, 2400
block6, 1184, 2496
block6, 1216, 2496
block6, 1248, 2496
block6, 1280, 2496
block6, 1312, 2496
block6, 1344, 2496
block6, 1376, 2496
block6, 1408, 2496
block6, 1440, 2496
block6, 1472, 2496
block6, 1184, 2464
block6, 1216, 2464
block6, 1248, 2464
block6, 1280, 2464
block6, 1312, 2464
block6, 1344, 2464
block6, 1376, 2464
block6, 1408, 2464
block6, 1440, 2464
block6, 1472, 2464
block6, 1504, 2464
block6, 1504, 2496
block5, 480, 2112
block5, 512, 2112
block5, 544, 2112
block5, 576, 2112
block5, 608, 2112
block5, 640, 2112
block5, 672, 2112
block5, 736, 2112
block5, 768, 2112
block5, 800, 2112
block5, 832, 2112
block5, 864, 2112
block5, 896, 2112
block5, 928, 2112
block5, 960, 2112
block5, 480, 2080
block5, 512, 2080
block5, 544, 2080
block5, 576, 2080
block5, 608, 2080
block5, 640, 2080
block5, 672, 2080
block5, 704, 2080
block5, 736, 2080
block5, 768, 2080
block5, 800, 2080
block5, 832, 2080
block5, 864, 2080
block5, 896, 2080
block5, 928, 2080
block5, 960, 2080
block5, 736, 2048
block5, 768, 2048
block5, 800, 2048
block5, 672, 2048
block5, 640, 2048
block5, 608, 2048
block5, 960, 2144
block5, 992, 2144
block5, 1024, 2144
block5, 1056, 2144
block5, 1088, 2144
block5, 1120, 2144
block5, 1152, 2144
block5, 1184, 2144
block5, 1216, 2144
block5, 1248, 2144
block5, 1280, 2144
block5, 1312, 2144
block5, 1344, 2144
block5, 1376, 2144
block5, 1408, 2144
block5, 1440, 2144
block5, 1472, 2144
block5, 1536, 2144
block5, 1568, 2144
block5, 1632, 2144
block5, 1664, 2144
block5, 1504, 2144
block5, 1600, 2144
block5, 1696, 2144
block5, 1728, 2144
block5, 1760, 2144
block5, 1792, 2144
block5, 1824, 2144
block5, 1856, 2144
block5, 1920, 2144
block5, 1952, 2144
block5, 1984, 2144
block5, 2016, 2144
block5, 2016, 2176
block5, 2016, 2208
block5, 2016, 2240
block5, 2016, 2272
block5, 1984, 2304
block5, 1984, 2336
block5, 1984, 2368
block5, 2016, 2304
block5, 2016, 2336
block5, 2016, 2368
block5, 2016, 2400
block5, 2016, 2432
block5, 2016, 2464
block5, 1984, 2464
block5, 1984, 2432
block5, 1984, 2400
block5, 1984, 2272
block5, 1984, 2240
block5, 1984, 2208
block5, 1984, 2176
block5, 224, 2208
block5, 224, 2240
block5, 224, 2272
block5, 224, 2304
block5, 224, 2336
block5, 224, 2368
block5, 224, 2400
block5, 192, 2400
block5, 192, 2368
block5, 192, 2336
block5, 192, 2304
block5, 192, 2272
block5, 192, 2240
block5, 224, 2240
block5, 224, 2208
block5, 352, 2432
block5, 352, 2400
block5, 384, 2432
block5, 416, 2432
block5, 448, 2432
block5, 480, 2432
block5, 480, 2400
block5, 480, 2368
block5, 480, 2336
block5, 480, 2304
block5, 480, 2272
block4, 64, 1856
block4, 96, 1856
block4, 128, 1856
block4, 160, 1856
block4, 192, 1856
block4, 224, 1856
block4, 256, 1856
block4, 288, 1856
block4, 320, 1856
block4, 352, 1856
block4, 384, 1856
block4, 416, 1856
block4, 448, 1856
block4, 480, 1856
block4, 512, 1856
block4, 384, 1824
block4, 384, 1792
block4, 384, 1760
block4, 384, 1728
block4, 192, 1888
block4, 192, 1920
block4, 192, 1952
block4, 192, 1984
block4, 192, 2016
block4, 736, 1792
block4, 768, 1792
block4, 832, 1792
block4, 896, 1792
block4, 960, 1792
block4, 1024, 1792
block4, 1056, 1792
block4, 1088, 1792
block4, 1120, 1792
block4, 1152, 1792
block4, 1184, 1792
block4, 1216, 1792
block4, 960, 1760
block4, 960, 1728
block4, 960, 1696
block4, 960, 1664
block4, 960, 1632
block4, 960, 1600
block4, 1152, 1824
block4, 1152, 1856
block4, 1152, 1888
block4, 1152, 1920
block4, 1152, 1952
block4, 0, 1248
block4, 32, 1248
block4, 64, 1248
block4, 96, 1248
block4, 128, 1248
block4, 160, 1248
block4, 192, 1248
block4, 224, 1248
block4, 256, 1248
block4, 288, 1248
block4, 320, 1248
block4, 352, 1248
block4, 384, 1248
block4, 416, 1248
block4, 448, 1248
block4, 480, 1248
block4, 512, 1248
block4, 544, 1248
block4, 576, 1248
block4, 640, 1248
block4, 672, 1248
block4, 704, 1248
block4, 736, 1248
block4, 768, 1248
block4, 800, 1248
block4, 832, 1248
block4, 864, 1248
block4, 608, 1248
block4, 896, 1248
block4, 928, 1248
block4, 992, 1248
block4, 1024, 1248
block4, 1056, 1248
block4, 1120, 1248
block4, 1152, 1248
block4, 1184, 1248
block4, 1216, 1248
block4, 1248, 1248
block4, 1312, 1248
block4, 1344, 1248
block4, 1376, 1248
block4, 1408, 1248
block4, 1440, 1248
block4, 1472, 1248
block4, 1504, 1248
block4, 1280, 1248
block4, 1088, 1248
block4, 960, 1248
block4, 1536, 1248
block4, 1568, 1248
block4, 1600, 1248
block4, 1632, 1248
block4, 1664, 1248
block4, 1696, 1248
block4, 1728, 1248
block4, 1760, 1248
block4, 1792, 1248
block4, 1824, 1248
block4, 1856, 1248
block4, 1888, 1248
block4, 1920, 1248
block4, 1952, 1248
block4, 1984, 1248
block4, 2016, 1248
block4, 2048, 1248
block4, 2080, 1248
block4, 2112, 1248
block4, 2144, 1248
block4, 2176, 1248
block4, 2208, 1248
block4, 2240, 1248
block3, 2208, 608
block3, 2176, 608
block3, 2144, 608
block3, 2112, 608
block3, 2080, 608
block3, 2048, 608
block3, 2016, 608
block3, 2016, 640
block3, 2016, 672
block3, 2016, 704
block3, 2016, 736
block3, 2016, 768
block3, 2016, 800
block3, 2016, 832
block3, 2016, 864
block3, 2016, 896
block3, 2048, 896
block3, 2080, 896
block3, 2112, 896
block3, 2144, 896
block3, 2176, 896
block3, 2208, 896
block3, 2240, 896
block3, 2240, 608
block3, 2240, 640
block3, 2240, 672
block3, 2272, 672
block3, 2272, 704
block3, 2240, 704
block3, 2240, 736
block3, 2240, 768
block3, 2240, 800
block3, 2240, 832
block3, 2240, 864
block3, 2176, 864
block3, 2208, 864
block3, 2240, 864
block3, 2240, 832
block3, 2240, 864
block3, 1696, 128
block3, 1728, 128
block3, 1760, 128
block3, 1792, 128
block3, 1824, 128
block3, 1856, 128
block3, 1888, 128
block3, 1920, 128
block3, 1952, 128
block3, 1984, 128
block3, 1696, 160
block3, 1696, 192
block3, 1696, 224
block3, 1696, 256
block3, 1696, 288
block3, 1696, 320
block3, 1728, 320
block3, 1760, 320
block3, 1792, 320
block3, 1824, 320
block3, 1856, 320
block3, 1888, 320
block3, 1920, 320
block3, 1952, 320
block3, 1984, 320
block3, 2016, 320
block3, 2048, 320
block3, 2080, 128
block3, 2112, 128
block3, 2144, 128
block3, 2176, 128
block3, 2176, 160
block3, 2176, 192
block3, 2176, 224
block3, 2176, 256
block3, 2176, 288
block3, 2176, 320
block3, 2144, 320
block3, 2112, 320
block3, 2080, 320
machinegun, 2048, 160
ammo_machinegun, 2080, 224
ammo_machinegun, 1920, 256
ammo_machinegun, 1792, 192
ammo_machinegun, 1888, 192
ammo_shotgun, 2048, 192
ammo_shotgun, 1984, 256
ammo_shotgun, 1952, 192
ammo_shotgun, 1792, 256
ammo_pistol, 2112, 288
ammo_pistol, 2112, 192
ammo_pistol, 1824, 160
shotgun, 1856, 224
pistol, 2048, 288
tree1, 1824, 32
tree1, 1920, 64
tree1, 2144, 32
tree1, 2272, 32
tree1, 2304, 192
tree1, 2336, 352
tree1, 1472, 96
tree1, 1568, 288
tree1, 1376, 384
tree1, 1504, 416
health, 2144, 96
health, 1888, 576
health, 864, 1184
machinegun, 96, 1152
tree2, 128, 1056
tree2, 160, 1120
tree2, 416, 1152
tree2, 576, 960
tree2, 1152, 1024
tree2, 992, 928
tree2, 832, 1056
tree2, 1024, 1120
tree2, 1536, 800
tree2, 1504, 800
tree2, 1472, 800
tree2, 1472, 832
tree2, 1440, 832
tree2, 1440, 864
tree2, 1440, 896
tree2, 1440, 928
tree2, 1440, 960
tree2, 1472, 960
tree2, 1472, 992
tree2, 1472, 1024
tree2, 1504, 1024
tree2, 1536, 1024
tree2, 1568, 1024
tree2, 1600, 1024
tree2, 1632, 1024
tree2, 1664, 1024
tree2, 1664, 992
tree2, 1664, 960
tree2, 1664, 928
tree2, 1632, 928
tree2, 1600, 928
tree2, 1568, 928
tree2, 1568, 896
tree2, 1568, 800
tree2, 1600, 800
tree2, 1632, 800
tree2, 1728, 800
tree2, 1760, 800
tree2, 1792, 800
tree2, 1824, 800
tree2, 1856, 800
tree2, 1888, 800
tree2, 1920, 800
tree2, 1824, 832
tree2, 1824, 864
tree2, 1824, 896
tree2, 1824, 928
tree2, 1824, 960
tree2, 1824, 992
tree2, 1824, 1024
tree2, 1728, 1024
tree2, 1760, 1024
tree2, 1792, 1024
tree2, 1824, 1024
tree2, 1856, 1024
tree2, 1888, 1024
tree2, 1920, 1024
ammo_pistol, 1696, 928
ammo_pistol, 1952, 960
ammo_pistol, 1856, 1120
ammo_pistol, 2272, 1440
ammo_pistol, 1728, 1632
ammo_pistol, 1824, 1824
ammo_pistol, 1920, 2048
ammo_pistol, 2240, 2368
ammo_shotgun, 2112, 2400
ammo_shotgun, 2176, 2176
ammo_shotgun, 2336, 1984
ammo_shotgun, 1664, 2304
ammo_shotgun, 672, 2272
ammo_machinegun, 1664, 2400
ammo_machinegun, 2112, 1888
ammo_machinegun, 1792, 1376
tree1, 1216, 1440
tree1, 1344, 1664
tree1, 1440, 1504
tree1, 736, 1440
tree1, 544, 1568
tree1, 512, 1568
tree1, 416, 1952
tree1, 352, 2080
tree1, 672, 2336
tree1, 736, 2208
tree1, 576, 2176
tree1, 1312, 2368
tree1, 1344, 2240
tree3, 1792, 2368
tree3, 1568, 2208
tree3, 2304, 2176
tree3, 2432, 2336
tree3, 2208, 2272
tree3, 2240, 1600
tree3, 1984, 1408
tree3, 2400, 1376
tree1, 2112, 1440
tree1, 32, 1600
ammo_pistol, 128, 1344
ammo_pistol, 160, 1344
ammo_pistol, 192, 1344
ammo_pistol, 256, 1344
ammo_pistol, 128, 1376
ammo_pistol, 160, 1376
ammo_pistol, 224, 1376
ammo_pistol, 256, 1376
ammo_pistol, 192, 1376
ammo_pistol, 192, 1408
ammo_pistol, 192, 1440
ammo_pistol, 448, 192
elf, 736, 640, 34
elf, 864, 704, 41
elf, 1024, 544, 15
elf, 640, 832, 30
elf, 416, 736, 12
elf, 128, 736, 40
elf, 224, 1088, 15
elf, 352, 1184, 43
elf, 96, 1024, 33
elf, 64, 864, 10
elf, 672, 1120, 40
elf, 768, 896, 14
elf, 928, 992, 23
elf, 1248, 1120, 18
elf, 1184, 896, 33
elf, 1504, 864, 32
elf, 1536, 1120, 44
elf, 1312, 512, 13
elf, 1536, 576, 28
elf, 1504, 160, 39
elf, 1408, 288, 36
elf, 1216, 128, 16
elf, 480, 64, 35
elf, 896, 384, 19
elf, 1312, 736, 24
elf, 2080, 448, 12
elf, 1856, 448, 16
elf, 1792, 608, 24
elf, 2176, 1088, 35
elf, 1984, 1120, 44
elf, 1952, 1568, 31
elf, 2208, 1760, 23
elf, 1888, 1792, 23
elf, 1536, 2016, 43
elf, 1696, 1856, 19
elf, 1056, 1600, 19
elf, 1248, 1696, 29
elf, 1312, 1504, 24
elf, 832, 1536, 26
elf, 832, 1664, 11
elf, 992, 1984, 20
elf, 768, 1888, 25
elf, 832, 2336, 11
elf, 544, 2368, 15
elf, 288, 1952, 38
elf, 128, 2112, 30
elf, 288, 2112, 25
elf, 288, 2496, 31
elf, 416, 2496, 29
elf, 64, 1632, 30
elf, 256, 1696, 43
elf, 256, 1664, 24
elf, 288, 1664, 13
elf, 320, 1536, 20
elf, 1856, 2368, 40
elf, 1856, 2400, 35
elf, 1856, 2432, 43
elf, 1856, 2464, 31
elf, 1824, 2464, 42
elf, 1824, 2496, 41
elf, 1792, 2496, 21
elf, 1760, 2496, 28
elf, 2400, 2144, 39
elf, 2400, 2112, 29
elf, 2368, 2112, 22
elf, 2368, 2080, 43
elf, 2336, 2080, 34
elf, 2336, 2048, 44
elf, 2304, 2048, 26
elf, 2272, 2016, 39
elf, 2240, 2016, 30
elf, 2208, 2016, 26
elf, 2176, 2016, 44
elf, 2144, 2016, 10
elf, 2112, 2016, 34
elf, 928, 2240, 37
elf, 960, 2240, 19
elf, 1024, 2240, 27
elf, 1056, 2240, 10
elf, 1120, 2240, 40
elf, 1152, 2240, 27
elf, 1184, 2240, 30
elf, 1216, 2240, 15
elf, 1056, 2048, 36
elf, 1088, 2048, 30
elf, 1120, 2048, 42
elf, 1504, 1664, 38
elf, 1504, 1696, 17
elf, 1504, 1728, 34
elf, 1504, 1760, 22
elf, 1504, 1792, 32
elf, 1472, 1792, 34
elf, 1440, 1824, 43
elf, 1408, 1856, 39
elf, 1376, 1856, 25
elf, 1344, 1856, 13
elf, 1312, 1888, 16
elf, 960, 1440, 19
elf, 960, 1408, 22
elf, 928, 1408, 29
elf, 896, 1376, 17
elf, 864, 1344, 32
elf, 832, 1344, 41
elf, 800, 1312, 34
elf, 768, 1312, 35
elf, 736, 1312, 25
elf, 672, 1344, 31
elf, 640, 1344, 13
elf, 576, 1376, 21
elf, 544, 1376, 44
elf, 512, 1376, 35
health, 64, 2496
elf, 576, 2528, 34
elf, 608, 2528, 15
elf, 640, 2528, 32
elf, 832, 2528, 29
elf, 864, 2528, 32
elf, 896, 2528, 43
elf, 928, 2528, 10
elf, 1120, 2528, 38
elf, 1152, 2528, 24
elf, 1184, 2528, 14
elf, 1216, 2528, 11
elf, 1248, 2528, 10
elf, 1504, 2528, 40
elf, 1536, 2528, 12
elf, 1568, 2528, 10
elf, 1600, 2528, 34
elf, 1664, 2464, 17
elf, 1632, 2464, 43
elf, 1632, 2432, 37
elf, 1600, 2400, 19
elf, 1632, 1792, 12
block3, 2272, 1248
block3, 2304, 1248
block3, 2336, 1248
block3, 2368, 1248
block3, 2400, 1248
block3, 2432, 1248
block3, 2464, 1248
block3, 2496, 1248
block3, 2528, 1248
block3, 1984, 2496
block3, 1984, 2528
block3, 2016, 2528
block3, 2016, 2496
block3, 1888, 2144
block3, 704, 2112
block3, 704, 2144
block3, 672, 2144
block3, 640, 2144
block3, 512, 2144
block3, 480, 2144
block3, 448, 2144
block3, 416, 2144
block3, 384, 2144
block3, 352, 2144
block3, 320, 2144
block3, 288, 2144
block3, 256, 2144
block3, 224, 2144
block3, 192, 2144
block3, 160, 2144
block3, 128, 2144
block3, 96, 2144
block3, 64, 2144
block3, 32, 2144
block3, 0, 2144
block3, 512, 2176
block3, 480, 2176
block3, 448, 2176
block3, 416, 2176
block3, 384, 2176
block3, 352, 2176
block3, 320, 2176
block3, 288, 2176
block3, 256, 2176
block3, 224, 2176
block3, 192, 2176
block3, 160, 2176
block3, 128, 2176
block3, 96, 2176
block3, 64, 2176
block3, 32, 2176
block3, 0, 2176
