//Cindy and the Cookie Stealing Ogre
//level3.dat Auto generated by the in-game Editor
player, position, 280, 280
time, 300
grass1, 1280, 256
grass1, 1280, 384
grass1, 1280, 512
grass1, 1280, 640
grass1, 1280, 768
grass1, 1280, 896
grass1, 1280, 1024
grass1, 1280, 1152
grass1, 1280, 1280
grass1, 1280, 1408
grass1, 1280, 1536
grass1, 1280, 1664
grass1, 1280, 1792
grass1, 1280, 1920
grass1, 1280, 2048
grass1, 1280, 2176
grass1, 1280, 2304
grass1, 1280, 2432
grass1, 1408, 0
grass1, 1408, 128
grass1, 1408, 256
grass1, 1408, 384
grass1, 1408, 512
grass1, 1408, 640
grass1, 1408, 768
grass1, 1408, 896
grass1, 1408, 1024
grass1, 1408, 1152
grass1, 1408, 1280
grass1, 1408, 1408
grass1, 1408, 1536
grass1, 1408, 1664
grass1, 1408, 1792
grass1, 1408, 1920
grass1, 1408, 2048
grass1, 1408, 2176
grass1, 1408, 2304
grass1, 1408, 2432
grass1, 1536, 0
grass1, 1536, 128
grass1, 1536, 256
grass1, 1536, 384
grass1, 1536, 512
grass1, 1536, 640
grass1, 1536, 768
grass1, 1536, 896
grass1, 1536, 1024
grass1, 1536, 1152
grass1, 1536, 1280
grass1, 1536, 1408
grass1, 1536, 1536
grass1, 1536, 1664
grass1, 1536, 1792
grass1, 1536, 1920
grass1, 1536, 2048
grass1, 1536, 2176
grass1, 1536, 2304
grass1, 1536, 2432
grass1, 1664, 0
grass1, 1664, 128
grass1, 1664, 256
grass1, 1664, 384
grass1, 1664, 512
grass1, 1664, 640
grass1, 1664, 768
grass1, 1664, 896
grass1, 1664, 1024
grass1, 1664, 1152
grass1, 1664, 1280
grass1, 1664, 1408
grass1, 1664, 1536
grass1, 1664, 1664
grass1, 1664, 1792
grass1, 1664, 1920
grass1, 1664, 2048
grass1, 1664, 2176
grass1, 1664, 2304
grass1, 1664, 2432
grass1, 1792, 0
grass1, 1792, 128
grass1, 1792, 256
grass1, 1792, 384
grass1, 1792, 512
grass1, 1792, 640
grass1, 1792, 768
grass1, 1792, 896
grass1, 1792, 1024
grass1, 1792, 1152
grass1, 1792, 1280
grass1, 1792, 1408
grass1, 1792, 1536
grass1, 1792, 1664
grass1, 1792, 1792
grass1, 1792, 1920
grass1, 1792, 2048
grass1, 1792, 2176
grass1, 1792, 2304
grass1, 1792, 2432
grass1, 1920, 0
grass1, 1920, 128
grass1, 1920, 256
grass1, 1920, 384
grass1, 1920, 512
grass1, 1920, 640
grass1, 1920, 768
grass1, 1920, 896
grass1, 1920, 1024
grass1, 1920, 1152
grass1, 1920, 1280
grass1, 1920, 1408
grass1, 1920, 1536
grass1, 1920, 1664
grass1, 1920, 1792
grass1, 1920, 1920
grass1, 1920, 2048
grass1, 1920, 2176
grass1, 1920, 2304
grass1, 1920, 2432
grass1, 2048, 0
grass1, 2048, 128
grass1, 2048, 256
grass1, 2048, 384
grass1, 2048, 512
grass1, 2048, 640
grass1, 2048, 768
grass1, 2048, 896
grass1, 2048, 1024
grass1, 2048, 1152
grass1, 2048, 1280
grass1, 2048, 1408
grass1, 2048, 1536
grass1, 2048, 1664
grass1, 2048, 1792
grass1, 2048, 1920
grass1, 2048, 2048
grass1, 2048, 2176
grass1, 2048, 2304
grass1, 2048, 2432
grass1, 2176, 0
grass1, 2176, 128
grass1, 2176, 256
grass1, 2176, 384
grass1, 2176, 512
grass1, 2176, 640
grass1, 2176, 768
grass1, 2176, 896
grass1, 2176, 1024
grass1, 2176, 1152
grass1, 2176, 1280
grass1, 2176, 1408
grass1, 2176, 1536
grass1, 2176, 1664
grass1, 2176, 1792
grass1, 2176, 1920
grass1, 2176, 2048
grass1, 2176, 2176
grass1, 2176, 2304
grass1, 2176, 2432
grass1, 2304, 0
grass1, 2304, 128
grass1, 2304, 256
grass1, 2304, 384
grass1, 2304, 512
grass1, 2304, 640
grass1, 2304, 768
grass1, 2304, 896
grass1, 2304, 1024
grass1, 2304, 1152
grass1, 2304, 1280
grass1, 2304, 1408
grass1, 2304, 1536
grass1, 2304, 1664
grass1, 2304, 1792
grass1, 2304, 1920
grass1, 2304, 2048
grass1, 2304, 2176
grass1, 2304, 2304
grass1, 2304, 2432
grass1, 2432, 0
grass1, 2432, 128
grass1, 2432, 256
grass1, 2432, 384
grass1, 2432, 512
grass1, 2432, 640
grass1, 2432, 768
grass1, 2432, 896
grass1, 2432, 1024
grass1, 2432, 1152
grass1, 2432, 1280
grass1, 2432, 1408
grass1, 2432, 1536
grass1, 2432, 1664
grass1, 2432, 1792
grass1, 2432, 1920
grass1, 2432, 2048
grass1, 2432, 2176
grass1, 2432, 2304
grass1, 2432, 2432
rocket, 320, 192
block4, 192, 128
block4, 224, 128
block4, 256, 128
block4, 288, 128
block4, 320, 128
block4, 352, 128
block4, 384, 128
block4, 384, 160
block4, 384, 192
block4, 384, 224
block4, 384, 256
block4, 384, 288
block4, 384, 320
block4, 352, 320
block4, 320, 320
block4, 288, 320
block4, 256, 320
block4, 224, 320
block4, 192, 320
block4, 192, 288
block4, 192, 256
block4, 192, 224
block4, 192, 192
block4, 192, 160
block4, 192, 96
block4, 224, 96
block4, 256, 96
block4, 288, 96
block4, 320, 96
block4, 352, 96
block4, 384, 96
block4, 416, 96
block4, 416, 128
block4, 416, 160
block4, 416, 192
block4, 416, 224
block4, 416, 256
block4, 416, 288
block4, 416, 320
block4, 416, 352
block4, 384, 352
block4, 352, 352
block4, 320, 352
block4, 288, 352
block4, 256, 352
block4, 224, 352
block4, 192, 352
block4, 160, 352
block4, 128, 352
block4, 160, 320
block4, 160, 288
block4, 160, 256
block4, 160, 224
block4, 160, 192
block4, 160, 160
block4, 160, 128
block4, 160, 96
rocket, 288, 192
pistol, 320, 256
ammo_pistol, 352, 0
ammo_pistol, 512, 288
ammo_pistol, 224, 416
ammo_pistol, 416, 480
shotgun, 32, 288
shotgun, 544, 544
ammo_shotgun, 96, 576
ammo_shotgun, 288, 448
ammo_shotgun, 608, 384
ammo_shotgun, 672, 64
ammo_shotgun, 512, 128
block2, 736, 0
block2, 736, 32
block2, 736, 64
block2, 736, 96
block2, 736, 128
block2, 736, 160
block2, 736, 192
block2, 736, 224
block2, 736, 256
block2, 736, 288
block2, 736, 320
block2, 736, 352
block2, 736, 384
block2, 736, 416
block2, 736, 448
block2, 736, 480
block2, 736, 512
block2, 736, 544
block2, 736, 576
block2, 736, 608
block2, 704, 608
block2, 672, 608
block2, 640, 608
block2, 608, 608
block2, 576, 608
block2, 544, 608
block2, 512, 608
block2, 480, 608
block2, 448, 608
block2, 416, 608
block2, 384, 608
block2, 352, 608
block2, 320, 608
block2, 288, 608
block2, 256, 608
block2, 224, 608
block2, 192, 608
block2, 160, 608
block2, 128, 608
block2, 96, 608
block2, 64, 608
block2, 32, 608
block2, 0, 608
block2, 0, 672
block2, 0, 704
block2, 32, 704
block2, 64, 704
block2, 96, 704
block2, 128, 704
block2, 160, 704
block2, 192, 704
block2, 224, 704
block2, 256, 704
block2, 288, 704
block2, 320, 704
block2, 352, 704
block2, 384, 704
block2, 416, 704
block2, 448, 704
block2, 480, 704
block2, 512, 704
block2, 544, 704
block2, 576, 704
block2, 608, 704
block2, 640, 704
block2, 672, 704
block2, 704, 704
block2, 736, 704
block2, 768, 704
block2, 800, 704
block2, 832, 704
block2, 832, 672
block2, 832, 640
block2, 832, 608
block2, 832, 576
block2, 832, 544
block2, 832, 512
block2, 832, 480
block2, 832, 448
block2, 832, 416
block2, 832, 384
block2, 832, 352
block2, 832, 320
block2, 832, 288
block2, 832, 256
block2, 832, 224
block2, 832, 192
block2, 832, 160
block2, 832, 128
block2, 832, 96
block2, 832, 64
block2, 832, 32
block2, 832, 0
rocket, 352, 544
rocket, 544, 192
ogre, 2016, 1152
block6, 1856, 1056
block6, 1888, 1056
block6, 1920, 1056
block6, 1952, 1056
block6, 1984, 1056
block6, 2016, 1056
block6, 2048, 1056
block6, 2080, 1056
block6, 2112, 1056
block6, 2144, 1056
block6, 2176, 1056
block6, 2208, 1056
block6, 2240, 1056
block6, 2272, 1056
block6, 1856, 1088
block6, 1856, 1120
block6, 1856, 1152
block6, 1856, 1184
block6, 1856, 1216
block6, 1856, 1248
block6, 1888, 1248
block6, 1920, 1248
block6, 1952, 1248
block6, 1984, 1248
block6, 2016, 1248
block6, 2048, 1248
block6, 2080, 1248
block6, 2112, 1248
block6, 2144, 1248
block6, 2176, 1248
block6, 2208, 1248
block6, 2240, 1248
block6, 2272, 1248
block6, 2304, 1248
block6, 1888, 1216
block6, 1888, 1184
block6, 1888, 1152
block6, 1888, 1120
block6, 1888, 1088
block6, 1920, 1088
block6, 1952, 1088
block6, 1984, 1088
block6, 2016, 1088
block6, 2048, 1088
block6, 2080, 1088
block6, 2112, 1088
block6, 2144, 1088
block6, 2176, 1088
block6, 2208, 1088
block6, 2240, 1088
block6, 2272, 1088
block6, 1920, 1216
block6, 1952, 1216
block6, 1984, 1216
block6, 2016, 1216
block6, 2048, 1216
block6, 2080, 1216
block6, 2112, 1216
block6, 2144, 1216
block6, 2176, 1216
block6, 2208, 1216
block6, 2240, 1216
block6, 2272, 1216
block6, 2304, 1216
block6, 2304, 1088
block6, 2304, 1056
block6, 2272, 1120
block6, 2272, 1152
block6, 2272, 1184
block6, 2304, 1120
block6, 2304, 1152
block6, 2304, 1184
block2, 1856, 1024
block2, 1888, 1024
block2, 1920, 1024
block2, 1952, 1024
block2, 1984, 1024
block2, 2016, 1024
block2, 2048, 1024
block2, 2080, 1024
block2, 2112, 1024
block2, 2144, 1024
block2, 2176, 1024
block2, 2208, 1024
block2, 2240, 1024
block2, 2272, 1024
block2, 2304, 1024
block2, 2336, 1024
block2, 2336, 1056
block2, 2336, 1088
block2, 2336, 1120
block2, 2336, 1152
block2, 2336, 1184
block2, 2336, 1216
block2, 2336, 1248
block2, 2336, 1280
block2, 2304, 1280
block2, 2272, 1280
block2, 2240, 1280
block2, 2208, 1280
block2, 2176, 1280
block2, 2144, 1280
block2, 2112, 1280
block2, 2080, 1280
block2, 2048, 1280
block2, 2016, 1280
block2, 1984, 1280
block2, 1952, 1280
block2, 1920, 1280
block2, 1888, 1280
block2, 1856, 1280
block2, 1824, 1280
block2, 1792, 1280
block2, 1760, 1280
block2, 1728, 1280
block2, 1696, 1280
block2, 1664, 1280
block2, 1632, 1280
block2, 1600, 1280
block2, 1568, 1280
block2, 1824, 1280
block2, 1824, 1248
block2, 1824, 1216
block2, 1824, 1184
block2, 1824, 1152
block2, 1824, 1120
block2, 1824, 1088
block2, 1824, 1056
block2, 1824, 1024
block1, 1824, 928
block1, 1856, 928
block1, 1888, 928
block1, 1920, 928
block1, 1952, 928
block1, 1984, 928
block1, 2016, 928
block1, 2048, 928
block1, 2080, 928
block1, 2112, 928
block1, 2144, 928
block1, 2176, 928
block1, 2208, 928
block1, 2240, 928
block1, 1792, 928
block1, 1760, 928
block1, 1728, 928
block1, 1696, 928
block1, 1664, 928
block1, 1728, 960
block1, 1728, 992
block1, 1728, 1024
block1, 1728, 1056
block1, 1728, 1088
block1, 1728, 1120
block1, 1728, 1152
block1, 1728, 1184
block1, 1728, 1216
block1, 1728, 1248
block1, 1728, 1280
block1, 1728, 1312
block1, 1728, 1344
block1, 2272, 928
block1, 2304, 928
block1, 2336, 928
block1, 2368, 928
block1, 2400, 928
block1, 2432, 928
block1, 2464, 928
block1, 2496, 928
block1, 2528, 928
block1, 2432, 960
block1, 2432, 992
block1, 2432, 1024
block1, 2432, 1056
block1, 2432, 1088
block1, 2432, 1120
block1, 2432, 1152
block1, 2432, 1184
block1, 2432, 1216
block1, 2432, 1248
block1, 2432, 1280
block1, 2432, 1312
block1, 2432, 1344
block1, 2432, 1376
block1, 2528, 1408
block1, 2496, 1408
block1, 2464, 1408
block1, 2432, 1408
block1, 2400, 1408
block1, 2368, 1408
block1, 2336, 1408
block1, 2304, 1408
block1, 2272, 1408
block1, 2240, 1408
block1, 2208, 1408
block1, 2176, 1408
block1, 2144, 1408
block1, 2112, 1408
block1, 1664, 1408
block1, 1696, 1408
block1, 1728, 1408
block1, 1760, 1408
block1, 1792, 1408
block1, 1824, 1408
block1, 1856, 1408
block1, 1888, 1408
block1, 1920, 1408
block1, 1952, 1408
block1, 1984, 1408
block1, 2016, 1408
block1, 2048, 1408
block1, 2080, 1408
block1, 1728, 1376
grandma, 2496, 1248, 1
health, 2496, 1312
rocket, 1824, 1344
ammo_machinegun, 2144, 992
ammo_machinegun, 800, 416
ammo_machinegun, 480, 640
ammo_machinegun, 192, 672
flamethrower, 1312, 320
flamethrower, 1216, 992
flamethrower, 448, 1088
flamethrower, 832, 1472
machinegun, 256, 928
ammo_machinegun, 256, 1024
ammo_machinegun, 256, 1088
ammo_machinegun, 256, 1120
ammo_machinegun, 256, 1152
ammo_machinegun, 256, 1184
ammo_machinegun, 288, 1184
ammo_machinegun, 352, 1024
ammo_machinegun, 352, 1056
ammo_machinegun, 352, 1088
ammo_machinegun, 352, 1120
ammo_machinegun, 352, 1152
ammo_machinegun, 416, 960
ammo_machinegun, 416, 992
ammo_machinegun, 416, 1024
ammo_machinegun, 384, 1024
ammo_machinegun, 384, 1056
ammo_machinegun, 384, 1088
block4, 224, 864
block4, 256, 864
block4, 288, 864
block4, 320, 864
block4, 352, 864
block4, 384, 864
block4, 416, 864
block4, 448, 864
block4, 480, 864
block4, 480, 896
block4, 480, 928
block4, 480, 960
block4, 480, 992
block4, 480, 1024
block4, 480, 1056
block4, 480, 1088
block4, 480, 1120
block4, 480, 1152
block4, 480, 1184
block4, 480, 1216
block4, 480, 1248
block4, 448, 1248
block4, 416, 1248
block4, 384, 1248
block4, 352, 1248
block4, 320, 1248
block4, 288, 1248
block4, 256, 1248
block4, 224, 1248
block4, 192, 1248
block4, 192, 1216
block4, 192, 1184
block4, 192, 1152
block4, 192, 1120
block4, 192, 1088
block4, 192, 1056
block4, 192, 1024
block4, 192, 992
block4, 192, 960
block4, 192, 928
block4, 192, 896
block4, 192, 864
rocket, 960, 768
rocket, 576, 1344
block2, 160, 832
block2, 192, 832
block2, 224, 832
block2, 256, 832
block2, 288, 832
block2, 320, 832
block2, 352, 832
block2, 384, 832
block2, 416, 832
block2, 448, 832
block2, 480, 832
block2, 512, 832
block2, 512, 864
block2, 512, 896
block2, 512, 928
block2, 512, 960
block2, 512, 992
block2, 512, 1024
block2, 512, 1056
block2, 512, 1088
block2, 512, 1120
block2, 512, 1152
block2, 512, 1184
block2, 512, 1216
block2, 160, 864
block2, 160, 896
block2, 160, 928
block2, 160, 960
block2, 160, 992
block2, 160, 1024
block2, 160, 1056
block2, 160, 1088
block2, 160, 1120
block2, 160, 1152
block2, 160, 1184
block2, 160, 1216
block2, 160, 1248
block2, 160, 1280
block2, 224, 1280
block2, 256, 1280
block2, 288, 1280
block2, 320, 1280
block2, 352, 1280
block2, 384, 1280
block2, 416, 1280
block2, 448, 1280
block2, 192, 1280
block2, 480, 1280
block2, 512, 1280
block2, 512, 1248
block6, 2528, 800
block6, 2496, 800
block6, 2464, 800
block6, 2432, 800
block6, 2400, 800
block6, 2368, 800
block6, 2336, 800
block6, 2304, 800
block6, 2272, 800
block6, 2240, 800
block6, 2208, 800
block6, 2176, 800
block6, 2144, 800
block6, 2112, 800
block6, 2080, 800
block6, 2048, 800
block6, 2016, 800
block6, 1984, 800
block6, 1952, 800
block6, 1920, 800
block6, 1888, 800
block6, 1856, 800
block6, 1824, 800
block6, 1792, 800
block6, 1760, 800
block6, 1728, 800
block6, 1696, 800
block6, 1664, 800
block6, 1632, 800
block6, 1600, 800
block6, 1568, 800
block6, 1536, 800
block6, 1536, 832
block6, 1536, 864
block6, 1536, 896
block6, 1536, 928
block6, 1536, 960
block6, 1536, 992
block6, 1536, 1024
block6, 1536, 1056
block6, 1536, 1088
block6, 1536, 1120
block6, 1536, 1152
block6, 1536, 1184
block6, 1536, 1216
block6, 1536, 1248
block6, 1536, 1280
block6, 1536, 1312
block6, 1536, 1344
block6, 1536, 1376
block6, 1536, 1408
block6, 1536, 1440
block6, 1536, 1472
block6, 1536, 1504
block6, 1536, 1536
block6, 1536, 1568
block6, 1536, 1600
block6, 1536, 1632
block6, 1536, 1664
block6, 1536, 1696
block6, 1536, 1728
block6, 1536, 1760
block6, 1536, 1792
block6, 1536, 1824
block6, 1536, 1856
block6, 1536, 1888
block6, 1536, 1920
block6, 1536, 1952
block6, 1536, 1984
block6, 1536, 2176
block6, 1536, 2208
block6, 1536, 2240
block6, 1536, 2272
block6, 1536, 2304
block6, 1536, 2336
block6, 1536, 2368
block6, 1536, 2400
block6, 1536, 2432
block6, 1536, 2464
block6, 1536, 2496
block6, 1536, 2528
block6, 1824, 1952
block6, 1824, 2144
block3, 1728, 1888
block3, 1760, 1888
block3, 1792, 1888
block3, 1824, 1888
block3, 1856, 1888
block3, 1888, 1888
block3, 1920, 1888
block3, 1952, 1888
block3, 1984, 1888
block3, 2016, 1888
block3, 2048, 1888
block3, 2080, 1888
block3, 2112, 1888
block3, 2144, 1952
block3, 2144, 1984
block3, 2144, 2016
block3, 2144, 2048
block3, 2144, 2080
block3, 2144, 2112
block3, 2144, 2144
block3, 2112, 2176
block3, 2080, 2208
block3, 2048, 2208
block3, 2016, 2208
block3, 1984, 2208
block3, 1952, 2208
block3, 1920, 2208
block3, 1888, 2208
block3, 1856, 2208
block3, 1824, 2208
block3, 1792, 2208
block3, 1760, 2208
block3, 1728, 2208
health, 1984, 2016
health, 2176, 1504
block2, 96, 2144
block2, 96, 2176
block2, 96, 2208
block2, 96, 2240
block2, 96, 2272
block2, 64, 2272
block2, 64, 2304
block2, 64, 2336
block2, 96, 2336
block2, 96, 2368
block2, 128, 2368
block2, 160, 2368
block2, 192, 2368
block2, 224, 2368
block2, 256, 2368
block2, 288, 2368
block2, 320, 2368
block2, 352, 2368
block2, 0, 2048
block2, 32, 2048
block2, 64, 2048
block2, 96, 2048
block2, 544, 2528
block2, 576, 2528
block2, 576, 2496
block2, 544, 2464
block2, 544, 2432
block2, 544, 2400
block2, 544, 2368
block2, 0, 1952
block2, 32, 1952
block2, 64, 1952
block2, 96, 1952
block2, 128, 1952
block2, 160, 1952
block2, 192, 1952
block2, 224, 1952
block2, 256, 1952
block2, 288, 1952
block2, 320, 1952
block2, 352, 1952
block2, 384, 1952
block2, 480, 1952
block2, 512, 1952
block2, 544, 1952
block2, 544, 1984
block2, 576, 2016
block2, 576, 2048
block2, 576, 2080
block2, 576, 2112
block2, 544, 2112
block2, 512, 2112
block2, 448, 2112
block2, 416, 2112
block2, 384, 2112
block2, 352, 2112
block2, 608, 2112
block2, 640, 2112
block2, 672, 2112
block2, 704, 2112
block2, 768, 2112
block2, 800, 2112
block2, 832, 2112
block2, 864, 2112
block2, 896, 2112
block2, 928, 2112
block2, 960, 2112
block2, 992, 2112
block2, 864, 2144
block2, 864, 2176
block2, 864, 2208
block2, 864, 2240
block2, 864, 2272
block2, 864, 2304
block2, 864, 2336
block2, 864, 2368
block2, 864, 2400
block2, 1120, 2528
block2, 1120, 2496
block2, 1120, 2464
block2, 1120, 2432
block2, 1120, 2400
block2, 1120, 2368
block2, 1120, 2336
block2, 1120, 2304
block2, 1120, 2272
block2, 832, 1728
block2, 864, 1728
block2, 928, 1728
block2, 960, 1728
block2, 992, 1728
block2, 1024, 1728
block2, 1056, 1728
block2, 1088, 1728
block2, 1120, 1728
block2, 1152, 1728
block2, 1184, 1728
block2, 1216, 1728
block2, 1216, 1760
block2, 1248, 1760
block2, 1280, 1760
block2, 1280, 1792
block2, 1280, 1824
block2, 1312, 1856
block2, 1344, 1856
block2, 1504, 1760
block2, 1472, 1760
block2, 1472, 1728
block2, 1440, 1728
block2, 1408, 1728
block2, 1376, 1728
block2, 1344, 1728
block2, 1280, 1728
block2, 1248, 1728
block2, 1312, 1728
block2, 1312, 1760
block2, 1312, 1792
block2, 1312, 1824
block2, 1344, 1824
block2, 1376, 1824
block2, 1376, 1792
block2, 1376, 1760
block2, 1344, 1760
block2, 1312, 1760
block2, 1312, 1792
block2, 1344, 1792
flamethrower, 992, 1920
flamethrower, 992, 1952
flamethrower, 1024, 1952
flamethrower, 1024, 1920
block3, 960, 1888
block3, 992, 1888
block3, 1024, 1888
block3, 1056, 1888
block3, 1056, 1920
block3, 1056, 1952
block3, 1056, 1984
block3, 1024, 1984
block3, 992, 1984
block3, 960, 1984
block3, 960, 1952
block3, 960, 1920
block3, 960, 992
block3, 960, 1024
block3, 960, 1056
block3, 928, 1056
block3, 928, 1088
block3, 928, 1120
block3, 928, 1152
block3, 928, 1184
block3, 960, 1216
block3, 992, 1216
block3, 1024, 1216
block3, 1056, 1216
block3, 1088, 1216
block3, 1120, 1216
block3, 1152, 1216
block3, 1184, 1216
block3, 1216, 1216
block3, 1248, 1216
block3, 1280, 1216
block3, 1280, 1184
block3, 1312, 1184
block3, 1312, 1152
block3, 1344, 1120
block3, 1344, 1088
block3, 1344, 1056
block3, 1344, 1024
block3, 1344, 992
block3, 1312, 960
block3, 1312, 928
block3, 1280, 928
block3, 1248, 928
block3, 1216, 928
block3, 1184, 928
block3, 1184, 896
block3, 1152, 896
block3, 1120, 928
block3, 1088, 928
block3, 1056, 928
block3, 1024, 928
block3, 992, 928
block3, 992, 960
block3, 928, 1216
block3, 960, 960
block3, 960, 928
block3, 928, 1024
block3, 896, 1024
block3, 864, 1024
block3, 832, 1024
block3, 832, 992
block3, 1344, 960
block3, 1344, 928
block3, 1312, 992
block3, 1312, 1024
block3, 1312, 1056
block3, 1312, 1088
block3, 1312, 1120
block3, 1344, 1152
block3, 1344, 1184
block3, 1312, 1216
block3, 1344, 1216
block3, 1376, 1216
block3, 1248, 1184
block3, 1216, 1184
block3, 1184, 1184
block3, 1152, 1184
block3, 1120, 1184
block3, 1088, 1184
block3, 1056, 1184
block3, 1024, 1184
block3, 992, 1184
block3, 960, 1184
block3, 960, 1152
block3, 960, 1120
block3, 960, 1088
block3, 928, 992
block3, 928, 960
block3, 992, 992
block3, 1024, 960
block3, 1056, 960
block3, 1088, 960
block3, 1120, 960
block3, 1152, 960
block3, 1184, 960
block3, 1152, 928
block3, 1216, 960
block3, 1248, 960
block3, 1280, 960
rocket, 1088, 1024
rocket, 1088, 1088
rocket, 1184, 1088
rocket, 1248, 1056
rocket, 1248, 1120
ammo_machinegun, 1152, 1024
ammo_machinegun, 1152, 1056
ammo_machinegun, 1152, 1120
ammo_machinegun, 1024, 1088
ammo_machinegun, 1248, 1024
ammo_shotgun, 1056, 1024
ammo_shotgun, 1024, 1120
tree1, 1600, 320
tree1, 1632, 320
tree1, 1664, 320
tree1, 1696, 320
tree1, 1760, 320
tree1, 1792, 320
tree1, 1824, 320
tree1, 1856, 320
tree1, 1888, 320
tree1, 1920, 320
tree1, 1952, 320
tree1, 1984, 320
tree1, 2016, 320
tree1, 2016, 352
tree1, 1984, 384
tree1, 1952, 384
tree1, 1888, 384
tree1, 1856, 384
tree1, 1824, 384
tree1, 1792, 384
tree1, 1760, 384
tree1, 1728, 384
tree1, 1696, 384
tree1, 1664, 384
tree1, 1632, 384
tree1, 1600, 384
tree1, 1568, 384
tree1, 1536, 384
tree1, 1568, 448
tree1, 1632, 448
tree1, 1664, 448
tree1, 1728, 480
tree1, 1760, 480
tree1, 1824, 480
tree1, 1952, 480
